"";"ID";"Somme";"Moy";"Nbrcol";"Min";"Max";"SD";"targetMoy";"targetSD"
"246";"X1a5a424f8";249078000;8588896,55172414;29;20000;65280000;13455214,9697347;5407120,68965517;7846364,68970833
"247";"X51c534b54";163266666,66;13605555,555;12;2e+06;3,5e+07;10637287,5070893;5121805,55666667;6645384,32067232
"248";"X22b980fc8";1248173932;14684399,2;85;10000;197400000;28759249,1842075;4299348,79341176;5590481,92789216
"249";"X9cc5d1d8f";1165053658,6;2767348,35771971;421;6738;1e+08;6270403,14363762;5743234,9271734;6770697,01415058
"250";"X7720ab0dd";2900000;1450000;2;1400000;1500000;70710,6781186548;65000;49497,4746830583
"251";"X63be1f619";221670583,32;1629930,75970588;136;4000;4,8e+07;5655869,75898232;3930430,2575;7001886,83630211
"252";"f18d3931b";867406000;28913533,3333333;30;36000;1,26e+08;39535061,633889;7470206,82533333;9894229,02609213
"253";"a61ce65a2";1699594000;65369000;26;2e+05;2,8e+08;80911207,5920265;9163864,10230769;8803627,9862579
"254";"b77bc4dac";712057374;4535397,2866242;157;4000;4e+07;5638116,92816318;5062376,00063694;6143142,38115361
"255";"be448d5b9";706540632;5272691,28358209;134;8000;6e+07;7665552,81935061;5448745,5841791;8296092,11469932
"256";"X5a53ebb69";27520000;1019259,25925926;27;40000;5618000;1049111,73389655;2226982,63703704;4801141,91635629
"257";"X437ff8730";410972000;10815052,6315789;38;40000;1e+08;21639737,3253621;4744579,44842105;5424477,38604392
"258";"c224ec4d9";296560000;15608421,0526316;19;322000;1,52e+08;34404614,7975591;5293195,48842105;9056542,01405999
"259";"X212226b7b";63045000;1086982,75862069;58;2000;1,2e+07;1724524,63311599;2324313,00586207;4116526,81075287
"260";"X170230a4c";4,4e+08;1,1e+08;4;4e+07;2e+08;66332495,807108;2785750;3411600,63850778
"261";"c98c2d3c0";586511831,36;5585826,96533333;105;164,66;5e+07;12920807,7506192;4276842,75885714;6907464,18316943
"262";"d5858c659";376124000;17910666,6666667;21;12000;9,6e+07;22537659,313543;8130432,54;9005931,96175906
"263";"e8f065c9d";1836673588;12579956,0821918;146;2330;9,6e+08;79338242,4089413;3487905,98054795;5650160,21033564
"264";"X856225035";1700140318,2;12687614,3149254;134;1260;117600000;21079467,6805249;5828833,8180597;7065239,11321723
"265";"X039b8bbc6";238638000;13257666,6666667;18;322000;9e+07;21944291,9095551;6136344,44444444;10726181,7166418
"266";"d4e8dd865";1227933795,24;4531121,01564576;271;4000;6,3e+07;8245191,54059349;3827922,06317343;5966573,4449336
"267";"c44348d76";1156360000;7557908,49673203;153;10000;6,6e+07;14668662,681376;7809730,28928105;10783863,3900063
"268";"cc35ec717";1400000;1400000;1;1400000;1400000;NA;498000;NA
"269";"d2919256b";859974444;5810638,13513513;148;2330;6e+07;9521638,37938623;4586403,58905405;6754684,78067615
"270";"b0b1c81ac";503542333,38;4196186,1115;120;26000;5e+07;10449491,8773043;4460593,41883333;6653091,7224623
"271";"X1f1f641f1";1366274190;15180824,3333333;90;6000;193800000;31917147,1872132;5144175,11888889;7537508,90939862
"272";"X5df2068b0";3e+05;3e+05;1;3e+05;3e+05;NA;2e+06;NA
"273";"X6cd6037bd";330934800;9733376,47058824;34;4800;106420000;23214208,4387344;4333212,41823529;7529667,79475792
"274";"a61dfaaa3";107896000;35965333,3333333;3;1196000;66700000;32937856,720396;13973333,3333333;22548838,8466753
"275";"aac0c81ba";74614000;1865350;40;4000;20708000;3620904,16212333;4321796,6665;7346988,70765056
"276";"X87ba106d3";416166000;18094173,9130435;23;36000;1e+08;28897192,3198151;8996559,00608696;11405396,8122374
"277";"cb5161856";3573086000;22758509,5541401;157;2000;373800000;40448118,074763;4700472,02509554;6099302,18014924
"278";"aaed60a3d";864888000;7031609,75609756;123;20000;1e+08;16734886,3189672;3678536,91073171;4635156,08451548
"279";"X29714c47d";1400000;1400000;1;1400000;1400000;NA;740000;NA
"280";"X2ab5a56f5";1023814000;9060300,88495575;113;28000;1,62e+08;21877097,5928534;5190591,60106195;9209513,49772472
"281";"aeb3a6ccf";1228222470;8588968,32167832;143;10000;1,32e+08;14803017,5774894;3500299,69160839;5628753,68107454
"282";"X0badd2fa2";775442402;8712835,97752809;89;1116;97418000;14330615,2970552;4916481,39258427;6620250,70351405
"283";"X63c094ba4";5675839861,9;7649379,86778976;742;4000;333800000;17351206,2219604;6714522,43140162;8949846,85636457
"284";"X5693d94b2";33600000;8400000;4;2200000;2e+07;8127320,18154406;2622500;4918475,47518537
"285";"c14e46633";147720000;49240000;3;40000;145080000;83009744,0063514;3714888,88666667;4183516,66344937
"286";"b1b17b543";2208725333,34;58124350,8773684;38;4000;3e+08;81874079,4814076;6798367,58578947;8007000,52255465
"287";"c5dacc85b";3167404000;20174547,7707006;157;2000;166400000;32622089,763597;4431591,60292994;6194404,97576694
"288";"X90a438099";471137700,66;4618997,06529412;102;6000;6,9e+07;8471337,85048307;4821200,44235294;6500571,52524646
"289";"fa6e76901";214703241,26;1394176,8912987;154;30000;20800000;3041922,68258475;2857218,20584416;5383505,42413684
"290";"ef4b87773";5886277737,22;19362755,7145395;304;850;516124000;42691803,0935621;5319858,34769737;7433328,46798329
"291";"X14a5969a6";1533680128,6;5234403,16928328;293;4000;1,17e+08;10706873,032851;4161909,14593857;5897266,6704573
"292";"X342e7eb03";6422175305,64;9019909,13713483;712;4000;1e+08;16435881,6071398;5049116,61081461;7922150,84035112
"293";"cdf5a5db0";264544000;5398857,14285714;49;4000;5e+07;10290469,7738571;3542382,26979592;4865033,38974143
"294";"X5661462ee";293323751,5;2065660,22183099;142;8000;4e+07;5212501,24861666;3443985,55619718;5844130,12318888
"295";"X4c60b70b8";2181734233,34;7791907,97621429;280;2000;1,04e+08;16044663,7207674;5101075,91414286;8577213,85795168
"296";"X7e1c4f651";93129000;757146,341463415;123;3000;8958000;1112695,56612383;3114257,81707317;5228293,24798906
"297";"de14e7687";11098662000;23971192,224622;463;4000;860660000;61266243,2289542;6758316,12989201;9498477,08335995
"298";"a1995906f";955379000;3980745,83333333;240;2000;99800000;9139504,73093588;4400731,08325;6109942,83279474
"299";"f2af9300f";286737999,98;3823173,33306667;75;16000;5e+07;8529767,76608242;4838182,17466667;7605308,9630361
"300";"X1110cf9ea";3335256499,98;13669084,0163115;244;2000;80400000;21182162,9928791;5739283,95844262;9617946,58540552
"301";"X61b568ab8";177608000;13662153,8461538;13;12000;4e+07;14099336,8511085;4302778,75384615;5538944,72944544
"302";"X1e9bdf471";1272864406,26;3732740,19431085;341;603,74;1e+08;7405425,81161398;5457357,67114369;7165933,54726859
"303";"X4da206d28";9122136301,72;11459970,2282915;796;2000;2e+08;21372194,7813741;5354163,14585427;7967464,51991174
"304";"X82ba7a053";163308666,64;1855780,30272727;88;56000;4e+07;4963478,96937133;4322925,52772727;6910754,85494549
"305";"X9c3f5714f";242844000;7142470,58823529;34;20000;53600000;12078353,3601666;4794745,37882353;7244594,8019304
"306";"X084031585";32672000;1256615,38461538;26;70000;5618000;1252648,23719744;2800504,61923077;3469493,00444138
"307";"c1b9f4e76";3673666303,14;6366839,34686308;577;106,66;1,2e+08;10949403,7591806;5461842,25116118;7476922,94480845
"308";"X848b67fcc";2974004833,32;14028324,6854717;212;2000;205756000;24096510,123188;6304684,61556604;9490746,80249958
"309";"X0ce078942";80748000;26916000;3;16800000;43948000;14836669,7071816;1350000;1645448,26719043
"310";"X34d3974de";1e+07;1e+07;1;1e+07;1e+07;NA;2e+07;NA
"311";"X04e06920e";1,6e+07;1,6e+07;1;1,6e+07;1,6e+07;NA;2e+06;NA
"312";"X5a88b7f01";1491594820,82;6810935,25488584;219;614;1,12e+08;15208856,6859796;5697563,03689498;7993968,56620543
"313";"X5985f4c31";136800000;45600000;3;16800000;1e+08;47138943,5605;7733333,33333333;3925981,83048946
"314";"X77da28065";20800000;10400000;2;4e+06;16800000;9050966,79918781;879000;128693,434175952
"315";"X65aa7f194";3183833433,3;11210681,103169;284;2000;1,04e+08;21683779,6898449;5617815,65373239;8759980,9542305
"316";"X9ca45f3c8";106706000;35568666,6666667;3;6000;66700000;33567096,1707046;3414666,66666667;4915044,79464158
"317";"fd1187d68";188802000;5394342,85714286;35;68000;45600000;10836311,7828652;6095743,80857143;9617081,97666285
"318";"X770bef1c6";240051716,66;4616379,16653846;52;400;2,7e+07;7472305,3800239;4387715,75923077;6318494,12398436
"319";"f5f97a9e8";7400000;3700000;2;2e+06;5400000;2404163,05603426;4299133,33;707766,7522297
"320";"X3ad3d521e";1590000;1590000;1;1590000;1590000;NA;6e+05;NA
"321";"X707f193d9";206072418,16;1471945,844;140;10000;18800000;2909868,26584608;3172673,35857143;5664901,56726322
"322";"bacadce94";1860000;1860000;1;1860000;1860000;NA;1589000;NA
"323";"X73700eaa4";913940353,28;2728180,15904478;335;1232;6e+07;4435360,17726527;5422316,79540299;6603123,51178075
"324";"c69492ae6";395407006;3562225,27927928;111;2000;43200000;6821250,32919965;3941283,22216216;6997741,79570016
"325";"X65000b269";2409434386;13689968,1022727;176;2552;103200000;22403581,7339435;5675883,67829545;7468680,0179498
"326";"dc135562a";1418095666,66;31513237,0368889;45;2e+05;1,25e+08;26395774,902656;4719519,68266667;6061944,4559442
"327";"X1d0aaa90f";4939257699,96;14570081,7107965;339;2000;1e+08;24203257,535083;6083024,13675516;8776389,49574134
"328";"X7497a6bc9";3e+05;3e+05;1;3e+05;3e+05;NA;4167000;NA
"329";"X2ca23426b";1276876000;12897737,3737374;99;10000;2e+08;28273678,5080984;6296521,76040404;9343199,19339695
"330";"bfde2aa61";1860000;1860000;1;1860000;1860000;NA;2597000;NA
"331";"b0c8d785d";7182000;359100;20;20000;2e+06;395295,745380328;1749050;1948477,88029528
"332";"b09a8c37b";315095504;39386938;8;4e+05;108800000;45047205,1571416;3786372,2225;4947279,3315193
"333";"b30e932ba";5795756756,98;7779539,27111409;745;2000;319612000;19696679,7427271;5857959,43371812;9047362,02355292
"334";"X8516b48f5";66723333,32;1853425,92555556;36;40000;2e+07;3958233,27254954;2500777,77777778;6626952,04712699
"335";"X0a52be28f";1224600668,48;5887503,21384615;208;10000;75400000;9258969,34390305;4027986,20461538;6026534,52055541
"336";"X506e25985";138875333,34;3306555,55571429;42;70000;24600000;7159220,28747528;1138178,57095238;2651530,57888081
"337";"f519ac616";1e+07;1e+07;1;1e+07;1e+07;NA;2e+05;NA
"338";"faf024fa9";1370270999,24;4644986,43810169;295;274;42100000;7134611,72862851;3905538,09233898;6266494,77154172
"339";"X3377a30e2";152568000;3246127,65957447;47;60000;24600000;6788745,80725502;1905606,38297872;3994712,97088209
"340";"X8f3807320";194822000;2783171,42857143;70;4000;3,8e+07;5956340,51150762;3952596,97285714;5402209,87604811
"341";"d0d340214";4954602000;26354265,9574468;188;10000;466600000;54014258,3532127;6851925,04276596;8898156,25864335
"342";"d00346a32";182808000;30468000;6;840000;1,5e+08;58762846,2210605;3156777,77666667;3839646,56852519
"343";"X29c059dd2";4258842527,84;6272227,58150221;679;2000;132820000;13711972,1183784;5740055,83405007;8571088,89270746
"344";"X0b26c77a9";730657000;9020456,79012346;81;6000;6e+07;16864416,8325274;8791295,98469136;11493020,8611806
"345";"d95cab24f";358130800;19896155,5555556;18;4000;153672000;42167474,2349266;5599469,13555556;6710011,32858384
"346";"X330006bce";608578999,98;2830599,99990698;215;2000;27620000;4808445,25637986;4639158,76074419;6997079,87371131
"347";"X4fbcb9f95";1289239333,34;46044261,905;28;6000;2e+08;65845008,9300863;5891238,095;7183695,60370287
"348";"bc2eb559b";167618144;6446851,69230769;26;48400;2,2e+07;6618177,57120098;3737410,25615385;4303479,0418843
"349";"X7e7bf15be";3208200;1069400;3;8200;1600000;919026,158496046;1821333,33333333;2281702,28849719
"350";"X7d72d6787";1860000;1860000;1;1860000;1860000;NA;2010000;NA
"351";"X9bd66acf6";6683045986;18360016,4450549;364;5348;516124000;38536824,7283128;5157671,36093407;7381758,56101978
"352";"aebe1ea16";857234000;7864532,11009174;109;4000;6e+07;13851636,9981693;7119019,63174312;8955421,24535248
"353";"X89a26cda9";86183414;3590975,58333333;24;40000;2e+07;4386989,50406118;5565071,72583333;8777826,87972049
"354";"da2d942d5";909418000;10334295,4545455;88;24000;8e+07;17004768,8146719;5824878,02477273;8269316,77189493
"355";"X5680531f3";170834096;4745391,55555556;36;13376;4e+07;9388538,05968656;4034394,44444444;4844152,81458862
"356";"X3694b34c5";293638800;14681940;20;4000;153672000;40216919,2359372;5692797,778;6412789,5948434
"357";"X3be79d4a5";686984833,38;6605623,39788462;104;12000;1e+08;16249644,182717;5023830,80365385;7818033,96120364
"358";"c2cabb902";981011261,34;2876865,86903226;341;1557;6e+07;5411044,40007804;5141208,78715543;6338673,28206789
"359";"X8e48aed7b";24500000;4900000;5;3e+05;1e+07;4713809,49975707;3599666,668;4672454,80213572
"360";"d6bca77b4";1272738500;28925875;44;60500;1e+08;25942937,783278;5469342,85772727;6496384,70673134
"361";"X3aab2691c";883497316,66;5258912,59916667;168;2000;6e+07;7139444,51549381;4480273,53785714;6487549,28188889
"362";"b0d770462";419012000;11324648,6486486;37;20000;76500000;18144409,9751231;4042364,41459459;6008062,92081224
"363";"X64406f348";1301530064,18;6227416,57502392;209;1224;75400000;9514962,27272158;4254431,14401914;6450874,50046544
"364";"f1c272f04";6390512000;31952560;200;2000;2,243e+09;173029344,673315;6149389,2712;8690042,69467744
"365";"X9abaeaeba";1e+07;1e+07;1;1e+07;1e+07;NA;5700000;NA
"366";"X1074273db";2288642999,98;9191337,34931727;249;2000;123588000;15258191,3421178;5260667,29718876;7116413,90147547
"367";"X47cd6e6e4";3728490016,24;5573228,72382661;669;186,5;1e+08;8958368,29981713;5586170,95106129;7315656,93238985
"368";"ccf6632e6";3184026000;16497544,0414508;193;2000;214400000;34491747,6742532;6057986,65647668;8197999,43203861
"369";"X0544dfc09";5,1e+08;3,4e+07;15;8e+06;7,8e+07;13784048,7520902;7627333,33333333;6532101,46306757
"370";"X2761e2b76";479595300,2;1763218,01544118;272;2000;4e+07;3878954,20574853;4185105,47595588;5808917,12803725
"371";"X3a01b4018";138470000;4945357,14285714;28;60000;27216000;6855904,64200877;3790462,13142857;5597042,50120832
"372";"X05d17ab7a";458971833,4;2144728,19345794;214;2000;4e+07;4168296,55606717;5123805,43327103;6209369,87167109
"373";"X4f0c5f900";1191180870;9684397,31707317;123;10000;1,32e+08;18658537,1694289;3660999,60943089;6082328,25731864
"374";"X600ea672f";768430000;6860982,14285714;112;10000;6e+07;12197768,6306654;6099925,3075;8897668,39801467
"375";"c5a742ee4";436608666,8;1873856,93905579;233;2000;4e+07;3934224,79580482;4893582,02480687;6600845,48949787
"376";"b04bab75e";2311074000;42019527,2727273;55;240000;2e+08;32885179,3297553;5595391,25563636;8105904,87997179
"377";"X935ca66a9";7175014063,64;8034730,19444569;893;2000;72200000;13680928,1927842;6006914,26821948;8643978,32207854
"378";"X8e1822aa3";267748707,08;1749991,54954248;153;30000;3e+07;4423671,20012956;3110222,11607843;5272314,91985048
"379";"cd41bbc4e";795867750;4912763,88888889;162;13800;2,8e+07;5155482,61953948;5496324,21123457;7614209,33551785
"380";"X5c220a143";2151365696,14;4697305,01340611;458;20000;1,3e+08;10014161,3960999;5095942,31358079;6862812,96277788
"381";"X9ba5eb33d";1175740000;45220769,2307692;26;74000;1,4e+08;32831441,4478654;4035596,15384615;7496609,59763675
"382";"a728310c8";862911596;5427116,95597484;159;6016;1e+08;11532918,747817;4341174,78251572;7648261,41384119
"383";"d168174c7";162099000;1801100;90;6000;28300000;4005231,72978082;4300993,61977778;7214538,84212641
"384";"ee7c4db36";723097333,34;27811435,8976923;26;4e+05;1e+08;26101917,5273832;4816692,30692308;8417756,97400781
"385";"e8dfb33d5";2279031833,3;11452421,2728643;199;2000;2e+08;22512935,4813777;4739841,12562814;6293757,59710677
"386";"X5547d6e11";7207562921,66;9873373,86528767;730;1000;133333333,34;18242591,1096319;5306181,79235616;7902502,6842906
"387";"X78bc2558b";325558499,98;3742051,72390805;87;8000;5e+07;8548525,39023709;4914924,36965517;7706843,15525855
"388";"X96be55d28";113460086,66;3660002,79548387;31;5878;26075000;6056516,7361749;5380230,10774194;6860531,48314364
"389";"X2ea42a33b";389084876,68;3163291,6803252;123;20000;29725000;5884195,63006649;5044693,57609756;6957802,90235619
"390";"X37e85aa12";1860000;1860000;1;1860000;1860000;NA;2e+06;NA
"391";"X2b85882ad";6023032209,54;21434278,3257651;281;4000;4,652e+09;277354688,056995;4271157,36177936;6547122,40600417
"392";"X9236f7b22";376173454,02;3515639,75719626;107;2000;3e+07;5458091,37850723;5059067,23775701;7066271,12758247
"393";"X3d655b0ed";4045464000;25932461,5384615;156;2000;398232000;44448459,1715792;4800494,03358974;6082965,64878982
"394";"dc6676b1f";1517212666,66;33715837,0368889;45;802000;1,6e+08;31596484,7747568;6493124,12711111;8216822,093373
"395";"X64834659b";7408000;2469333,33333333;3;4000;5404000;2730422,18957679;11043000;16480319,3840411
"396";"X1477c751e";2305839193,18;8034282,9030662;287;80;8e+07;12763724,9668724;5163934,56243902;7162895,84282927
"397";"aee922a7b";220078000;13754875;16;8000;5e+07;16405974,9110906;4456324,40375;6320150,49231496
"398";"X22f0deffc";78277000;1134449,27536232;69;2000;2e+07;2711528,66336355;3091590,09072464;5549167,19445164
"399";"d481882a1";127470000;15933750;8;6e+06;5,4e+07;16070317,7473253;4058083,3325;2584211,92738414
"400";"X3b67e9641";284758666,68;23729888,89;12;492000;1,4e+08;40240392,2518959;6814685,185;7004074,22609234
"401";"ae72cba0a";2319377166,66;11425503,2840394;203;2000;1,5e+08;21833811,5812207;4664505,95073892;6890241,63934839
"402";"X8c309c553";970022528;10659588,2197802;91;136;197400000;24454024,3360107;4029185,13648352;5271029,90213685
"403";"X995a96a47";2e+07;2e+07;1;2e+07;2e+07;NA;2,5e+07;NA
"404";"e2979b858";218417416,66;1680133,97430769;130;4000;4,8e+07;5267602,47219902;3063403,64323077;5859047,07302791
"405";"X13f2607e4";998317331,72;6399470,07512821;156;591,72;1,1e+08;11203822,0363203;5030561,05025641;7119251,26600926
"406";"X77fa93749";3828372000;25353456,9536424;151;8000;309200000;45533330,5623818;5956768,30397351;9175999,50912467
"407";"X5466764d8";160295504;22899357,7142857;7;2e+05;108800000;40436324,1020709;5012023,80857143;5448631,15173202
"408";"X1d4d5cd4a";376558000;6073516,12903226;62;16000;57840000;13039968,5088903;4154127,10903226;6700490,02026358
"409";"X82c9b4fcd";913317100;6919068,93939394;132;10000;75516000;10207625,4821065;3330819,44712121;5296082,51583415
"410";"X380d54fad";863542000;8995229,16666667;96;34000;2e+08;23625050,0619817;5302444,758125;6803004,76121472
"411";"X796855249";691847416,66;4406671,44369427;157;800;25280000;4509810,68190469;5045338,08764331;7186969,67967557
"412";"a6e871369";9456579549,82;12046598,1526369;785;1000;2e+08;22238546,6590179;5342623,17238217;7858359,21252263
"413";"X15e8a9331";1003938000;9126709,09090909;110;28000;1,2e+08;17948966,365346;5750923,46872727;8950639,25688017
"414";"X6d2ece683";2407191673,8;6819239,86912181;353;6000;6e+07;12319873,4139116;7259549,56509915;10039436,0204069
"415";"ba136ae3f";1934909773,8;5741572,02908012;337;6000;9,1e+07;12491336,0574596;7433539,78059347;9704335,55395247
"416";"X9c6bf2983";560808000;5498117,64705882;102;20000;61272000;11300845,1583478;3322653,82960784;3972878,16025453
